Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
09/02/2005;11.00.00;2,1;-200;-200,0;266;165;-200;-200;-200
09/02/2005;12.00.00;2,0;-200;-200,0;261;168;-200;-200;-200
09/02/2005;13.00.00;2,0;-200;-200,0;220;151;-200;-200;-200
09/02/2005;14.00.00;2,3;-200;-200,0;241;152;-200;-200;-200
09/02/2005;15.00.00;2,0;-200;-200,0;208;144;-200;-200;-200
09/02/2005;16.00.00;2,1;-200;-200,0;215;148;-200;-200;-200
09/02/2005;17.00.00;2,3;-200;-200,0;257;176;-200;-200;-200
09/02/2005;18.00.00;3,1;-200;-200,0;355;209;-200;-200;-200
09/02/2005;19.00.00;3,9;-200;-200,0;415;240;-200;-200;-200
09/02/2005;20.00.00;3,8;-200;-200,0;349;223;-200;-200;-200
09/02/2005;21.00.00;2,9;-200;-200,0;254;187;-200;-200;-200
09/02/2005;22.00.00;2,2;-200;-200,0;228;157;-200;-200;-200
09/02/2005;23.00.00;1,9;-200;-200,0;156;123;-200;-200;-200
10/02/2005;00.00.00;2,0;-200;-200,0;161;126;-200;-200;-200
10/02/2005;01.00.00;1,8;-200;-200,0;123;106;-200;-200;-200
10/02/2005;02.00.00;1,6;-200;-200,0;108;95;-200;-200;-200
10/02/2005;03.00.00;1,5;-200;-200,0;-200;-200;-200;-200;-200
10/02/2005;04.00.00;1,4;-200;-200,0;95;87;-200;-200;-200
10/02/2005;05.00.00;1,5;-200;-200,0;102;88;-200;-200;-200
10/02/2005;06.00.00;1,7;-200;-200,0;178;134;-200;-200;-200
10/02/2005;07.00.00;1,9;-200;-200,0;214;156;-200;-200;-200
10/02/2005;08.00.00;3,3;-200;-200,0;492;247;-200;-200;-200
10/02/2005;09.00.00;3,8;-200;-200,0;540;289;-200;-200;-200
10/02/2005;10.00.00;4,3;-200;-200,0;604;250;-200;-200;-200
10/02/2005;11.00.00;3,7;-200;-200,0;646;232;-200;-200;-200
10/02/2005;12.00.00;2,7;-200;-200,0;418;185;-200;-200;-200
10/02/2005;13.00.00;2,2;-200;-200,0;250;147;-200;-200;-200
10/02/2005;14.00.00;2,4;-200;-200,0;226;128;-200;-200;-200
10/02/2005;15.00.00;2,2;-200;-200,0;271;131;-200;-200;-200
10/02/2005;16.00.00;2,3;-200;-200,0;288;135;-200;-200;-200
10/02/2005;17.00.00;2,6;-200;-200,0;299;149;-200;-200;-200
10/02/2005;18.00.00;4,2;-200;-200,0;534;209;-200;-200;-200
10/02/2005;19.00.00;6,2;-200;-200,0;687;243;-200;-200;-200
10/02/2005;20.00.00;8,4;-200;-200,0;1028;276;-200;-200;-200
10/02/2005;21.00.00;4,5;-200;-200,0;605;225;-200;-200;-200
10/02/2005;22.00.00;2,7;-200;-200,0;345;194;-200;-200;-200
10/02/2005;23.00.00;2,4;-200;-200,0;255;164;-200;-200;-200
11/02/2005;00.00.00;2,3;-200;-200,0;211;148;-200;-200;-200
11/02/2005;01.00.00;2,2;-200;-200,0;190;136;-200;-200;-200
11/02/2005;02.00.00;2,0;-200;-200,0;149;116;-200;-200;-200
11/02/2005;03.00.00;1,6;-200;-200,0;-200;-200;-200;-200;-200
11/02/2005;04.00.00;1,6;-200;-200,0;107;91;-200;-200;-200
11/02/2005;05.00.00;1,5;-200;-200,0;98;87;-200;-200;-200
11/02/2005;06.00.00;1,7;-200;-200,0;183;123;-200;-200;-200
11/02/2005;07.00.00;1,8;-200;-200,0;224;152;-200;-200;-200
11/02/2005;08.00.00;3,8;-200;-200,0;589;267;-200;-200;-200
11/02/2005;09.00.00;5,9;-200;-200,0;700;296;-200;-200;-200
11/02/2005;10.00.00;5,4;-200;-200,0;747;291;-200;-200;-200
11/02/2005;11.00.00;4,7;-200;-200,0;746;276;-200;-200;-200
11/02/2005;12.00.00;4,3;-200;-200,0;702;250;-200;-200;-200
11/02/2005;13.00.00;5,4;-200;-200,0;723;251;-200;-200;-200
11/02/2005;14.00.00;5,8;-200;-200,0;872;275;-200;-200;-200
11/02/2005;15.00.00;6,1;-200;-200,0;1054;312;-200;-200;-200
11/02/2005;16.00.00;7,1;-200;-200,0;1218;340;-200;-200;-200
11/02/2005;17.00.00;6,6;-200;-200,0;1227;326;-200;-200;-200
11/02/2005;18.00.00;6,5;-200;-200,0;1061;284;-200;-200;-200
11/02/2005;19.00.00;7,1;-200;-200,0;1075;289;-200;-200;-200
11/02/2005;20.00.00;4,9;-200;-200,0;641;215;-200;-200;-200
11/02/2005;21.00.00;4,0;-200;16,8;490;207;8,5;50,9;0,5664
11/02/2005;22.00.00;4,0;-200;13,0;550;213;8,3;53,3;0,5843
11/02/2005;23.00.00;3,6;-200;12,6;422;192;7,1;58,1;0,5885
12/02/2005;00.00.00;4,2;-200;14,2;541;211;5,8;64,3;0,5964
12/02/2005;01.00.00;4,3;-200;12,9;599;229;5,3;66,8;0,5979
12/02/2005;02.00.00;3,6;-200;9,7;490;216;5,0;66,6;0,5871
12/02/2005;03.00.00;2,5;-200;5,9;-200;-200;5,0;66,3;0,5811
12/02/2005;04.00.00;-200,0;-200;5,5;223;146;5,1;65,9;0,5827
12/02/2005;05.00.00;1,4;-200;6,6;214;136;4,1;69,0;0,5735
12/02/2005;06.00.00;1,4;-200;7,3;274;156;4,6;67,6;0,5778
12/02/2005;07.00.00;1,6;-200;8,8;338;176;5,2;65,5;0,5836
12/02/2005;08.00.00;2,3;-200;11,9;496;224;6,0;62,8;0,5929
12/02/2005;09.00.00;2,4;-200;12,0;433;207;7,1;59,3;0,6005
12/02/2005;10.00.00;2,7;-200;11,9;496;221;7,8;58,0;0,6136
12/02/2005;11.00.00;3,4;-200;16,2;615;229;9,0;54,7;0,6271
12/02/2005;12.00.00;3,1;-200;17,6;551;208;10,0;53,1;0,6495
12/02/2005;13.00.00;3,6;-200;17,6;575;207;10,8;52,0;0,6738
12/02/2005;14.00.00;3,8;-200;17,5;575;216;11,0;51,4;0,6746
12/02/2005;15.00.00;3,3;-200;15,7;574;224;11,0;51,4;0,6725
12/02/2005;16.00.00;3,4;-200;16,7;582;225;10,9;52,0;0,6796
12/02/2005;17.00.00;3,7;-200;17,1;658;227;11,1;52,0;0,6869
12/02/2005;18.00.00;4,6;-200;23,0;851;248;11,0;53,6;0,7033
12/02/2005;19.00.00;5,0;-200;24,6;903;251;11,0;55,1;0,7221
12/02/2005;20.00.00;5,7;-200;26,8;952;265;11,4;55,4;0,7471
12/02/2005;21.00.00;5,2;-200;23,2;894;262;11,1;56,9;0,7506
12/02/2005;22.00.00;5,0;-200;22,0;839;241;10,2;60,0;0,7461
12/02/2005;23.00.00;4,5;-200;20,4;743;231;10,1;59,9;0,7379
13/02/2005;00.00.00;4,1;-200;18,0;671;229;9,9;63,2;0,7706
13/02/2005;01.00.00;4,1;-200;18,5;689;221;9,4;73,4;0,8662
13/02/2005;02.00.00;3,1;-200;13,3;478;180;9,4;77,7;0,9203
13/02/2005;03.00.00;2,7;-200;11,3;-200;-200;9,6;78,7;0,9429
13/02/2005;04.00.00;2,8;-200;12,5;345;140;8,9;81,3;0,9277
13/02/2005;05.00.00;2,9;-200;11,5;373;153;8,5;82,9;0,9243
13/02/2005;06.00.00;2,6;-200;10,9;324;150;8,3;84,0;0,9234
13/02/2005;07.00.00;2,6;-200;10,7;341;145;8,1;85,0;0,9221
13/02/2005;08.00.00;2,8;-200;11,9;424;149;8,7;83,7;0,9423
13/02/2005;09.00.00;3,3;-200;13,4;522;155;9,5;82,4;0,9760
13/02/2005;10.00.00;3,2;-200;13,0;492;158;11,0;78,2;1,0220
13/02/2005;11.00.00;3,3;-200;11,2;492;188;14,1;67,9;1,0859
13/02/2005;12.00.00;1,5;-200;5,5;204;154;16,3;56,6;1,0422
13/02/2005;13.00.00;1,2;-200;4,9;142;107;18,7;48,0;1,0259
13/02/2005;14.00.00;1,1;-200;6,5;118;92;19,5;39,3;0,8820
13/02/2005;15.00.00;1,7;-200;8,4;126;106;19,9;34,1;0,7820
13/02/2005;16.00.00;1,0;-200;4,4;115;90;19,4;32,4;0,7239
13/02/2005;17.00.00;1,0;-200;4,3;137;100;17,1;35,8;0,6944
13/02/2005;18.00.00;2,6;-200;11,6;212;132;15,5;40,7;0,7103
13/02/2005;19.00.00;2,5;-200;9,0;354;211;14,8;42,8;0,7182
13/02/2005;20.00.00;2,1;-200;7,8;331;179;13,9;43,8;0,6937
13/02/2005;21.00.00;1,0;-200;3,7;141;116;13,7;42,9;0,6687
13/02/2005;22.00.00;1,3;-200;5,3;228;143;12,5;47,8;0,6877
13/02/2005;23.00.00;1,5;-200;5,6;228;142;11,8;53,4;0,7366
14/02/2005;00.00.00;1,4;-200;5,3;203;135;10,9;55,9;0,7312
14/02/2005;01.00.00;1,6;-200;6,0;215;136;10,1;58,9;0,7301
14/02/2005;02.00.00;1,1;-200;4,0;142;109;9,8;61,2;0,7413
14/02/2005;03.00.00;0,7;-200;2,8;-200;-200;8,4;67,1;0,7411
14/02/2005;04.00.00;0,5;-200;1,8;66;62;8,3;67,2;0,7382
14/02/2005;05.00.00;0,4;-200;1,5;54;49;7,7;68,9;0,7280
14/02/2005;06.00.00;0,7;-200;2,9;121;81;6,9;70,0;0,6997
14/02/2005;07.00.00;0,7;-200;2,2;141;104;9,0;37,3;0,4297
14/02/2005;08.00.00;2,3;-200;11,4;388;176;9,4;44,9;0,5296
14/02/2005;09.00.00;2,5;-200;9,5;366;193;10,3;45,4;0,5666
14/02/2005;10.00.00;1,7;-200;11,6;254;168;11,5;39,6;0,5372
14/02/2005;11.00.00;2,5;-200;33,9;164;123;11,7;36,9;0,5060
14/02/2005;12.00.00;2,1;-200;7,6;142;111;11,8;36,2;0,4999
14/02/2005;13.00.00;1,1;-200;7,0;162;120;12,0;38,7;0,5402
14/02/2005;14.00.00;1,3;-200;6,9;177;123;13,7;30,3;0,4724
14/02/2005;15.00.00;1,1;-200;5,8;157;115;12,6;30,6;0,4443
14/02/2005;16.00.00;1,1;-200;5,2;162;120;13,0;27,4;0,4085
14/02/2005;17.00.00;1,4;-200;6,4;209;140;13,6;22,7;0,3529
14/02/2005;18.00.00;2,3;-200;11,9;304;185;11,8;23,0;0,3171
14/02/2005;19.00.00;4,2;-200;17,4;484;212;10,7;19,9;0,2547
14/02/2005;20.00.00;3,5;-200;14,7;399;200;10,4;18,0;0,2269
14/02/2005;21.00.00;3,0;-200;10,0;390;191;9,7;20,6;0,2488
14/02/2005;22.00.00;1,7;-200;6,6;287;169;9,4;24,8;0,2923
14/02/2005;23.00.00;1,6;-200;6,6;202;139;8,8;31,2;0,3533
15/02/2005;00.00.00;1,0;-200;3,1;126;102;8,7;31,2;0,3521
15/02/2005;01.00.00;0,8;-200;2,2;87;76;8,5;30,4;0,3391
15/02/2005;02.00.00;0,6;-200;1,3;59;56;8,0;32,9;0,3530
15/02/2005;03.00.00;0,4;-200;1,1;-200;-200;7,1;37,4;0,3799
15/02/2005;04.00.00;-200,0;-200;0,5;31;30;6,9;39,1;0,3901
15/02/2005;05.00.00;0,3;-200;0,5;28;28;6,9;39,8;0,3966
15/02/2005;06.00.00;0,4;-200;1,3;64;56;6,1;40,8;0,3868
15/02/2005;07.00.00;0,5;-200;2,5;123;94;6,0;41,5;0,3896
15/02/2005;08.00.00;1,5;-200;6,7;363;196;6,1;39,9;0,3781
15/02/2005;09.00.00;2,1;-200;8,0;416;220;6,5;39,5;0,3865
15/02/2005;10.00.00;1,6;-200;5,3;286;168;9,4;32,7;0,3855
15/02/2005;11.00.00;1,0;-200;3,3;198;133;11,3;24,9;0,3318
15/02/2005;12.00.00;1,2;-200;4,4;216;134;12,8;19,8;0,2933
15/02/2005;13.00.00;1,3;-200;5,5;211;138;12,3;19,3;0,2740
15/02/2005;14.00.00;1,4;-200;4,8;199;135;12,0;19,3;0,2716
15/02/2005;15.00.00;1,0;-200;3,5;161;111;11,9;19,2;0,2677
15/02/2005;16.00.00;1,4;-200;4,9;218;124;12,1;20,7;0,2906
15/02/2005;17.00.00;1,5;-200;6,6;252;158;11,5;22,1;0,2987
15/02/2005;18.00.00;2,4;-200;12,3;337;181;10,4;23,1;0,2905
15/02/2005;19.00.00;2,8;-200;14,1;357;185;9,5;25,2;0,2996
15/02/2005;20.00.00;3,1;-200;14,2;410;187;8,9;26,9;0,3069
15/02/2005;21.00.00;3,1;-200;11,6;445;196;8,2;30,1;0,3270
15/02/2005;22.00.00;2,0;-200;8,2;314;174;7,4;31,8;0,3287
15/02/2005;23.00.00;2,1;-200;9,2;366;182;6,6;37,5;0,3664
16/02/2005;00.00.00;1,9;-200;8,3;336;182;6,3;40,1;0,3842
16/02/2005;01.00.00;2,5;-200;10,7;387;193;5,2;44,2;0,3943
16/02/2005;02.00.00;2,0;-200;8,0;320;174;4,4;47,5;0,4017
16/02/2005;03.00.00;1,4;-200;5,9;-200;-200;4,0;49,1;0,4019
16/02/2005;04.00.00;1,1;-200;4,5;237;142;3,3;52,2;0,4074
16/02/2005;05.00.00;0,8;-200;3,8;224;137;3,2;52,4;0,4071
16/02/2005;06.00.00;0,9;-200;5,1;237;140;3,6;51,7;0,4123
16/02/2005;07.00.00;1,6;-200;8,8;454;201;3,5;54,2;0,4297
16/02/2005;08.00.00;3,6;-200;16,1;854;288;5,2;48,3;0,4304
16/02/2005;09.00.00;3,3;-200;13,4;758;260;7,8;37,6;0,3994
16/02/2005;10.00.00;2,1;-200;9,0;428;206;8,9;33,8;0,3850
16/02/2005;11.00.00;1,3;-200;5,0;205;98;9,1;33,0;0,3827
16/02/2005;12.00.00;1,1;-200;4,3;205;138;9,1;34,5;0,3994
16/02/2005;13.00.00;1,5;-200;6,3;226;139;9,6;31,3;0,3763
16/02/2005;14.00.00;1,5;-200;6,0;199;137;8,5;36,3;0,4026
16/02/2005;15.00.00;1,6;-200;5,7;253;155;9,3;34,6;0,4050
16/02/2005;16.00.00;1,5;-200;5,6;259;155;8,9;37,9;0,4318
16/02/2005;17.00.00;1,6;-200;7,0;252;148;8,2;41,8;0,4563
16/02/2005;18.00.00;2,2;-200;9,5;313;153;7,4;44,5;0,4582
16/02/2005;19.00.00;3,4;-200;15,9;433;171;7,0;43,4;0,4366
16/02/2005;20.00.00;5,6;-200;24,7;611;227;6,6;43,4;0,4241
16/02/2005;21.00.00;5,2;-200;16,8;626;251;5,9;44,3;0,4137
16/02/2005;22.00.00;2,8;-200;10,7;408;216;5,0;46,6;0,4099
16/02/2005;23.00.00;2,4;-200;8,3;357;200;5,8;40,3;0,3740
17/02/2005;00.00.00;2,7;-200;11,0;375;192;5,4;43,8;0,3945
17/02/2005;01.00.00;2,6;-200;7,4;326;187;5,7;42,1;0,3883
17/02/2005;02.00.00;2,3;-200;7,9;326;173;5,7;42,1;0,3885
17/02/2005;03.00.00;1,0;-200;3,6;-200;-200;5,8;42,9;0,3990
17/02/2005;04.00.00;0,6;-200;1,7;72;64;5,7;46,6;0,4298
17/02/2005;05.00.00;0,5;-200;1,0;49;46;6,9;45,0;0,4499
17/02/2005;06.00.00;0,5;-200;1,1;59;51;6,9;42,2;0,4224
17/02/2005;07.00.00;1,0;-200;4,0;220;115;6,4;43,8;0,4230
17/02/2005;08.00.00;2,6;-200;9,7;602;238;6,6;44,6;0,4383
17/02/2005;09.00.00;2,7;-200;10,6;485;202;7,7;42,1;0,4440
17/02/2005;10.00.00;1,8;-200;5,4;295;167;10,1;36,7;0,4536
17/02/2005;11.00.00;1,2;-200;3,9;217;139;9,0;41,4;0,4775
17/02/2005;12.00.00;1,3;-200;4,4;236;147;8,7;42,5;0,4787
17/02/2005;13.00.00;1,4;-200;5,0;196;130;8,3;47,8;0,5238
17/02/2005;14.00.00;1,8;-200;6,8;233;143;8,9;45,5;0,5208
17/02/2005;15.00.00;1,3;-200;4,8;207;143;8,9;46,1;0,5256
17/02/2005;16.00.00;1,4;-200;5,0;198;136;9,0;44,9;0,5173
17/02/2005;17.00.00;1,4;-200;5,2;212;143;9,3;42,3;0,4974
17/02/2005;18.00.00;2,4;-200;10,0;280;177;8,4;45,2;0,4977
17/02/2005;19.00.00;2,8;-200;11,1;315;198;7,6;47,8;0,5013
17/02/2005;20.00.00;3,3;-200;12,9;378;200;7,4;47,2;0,4871
17/02/2005;21.00.00;2,5;-200;7,8;320;191;7,4;46,9;0,4854
17/02/2005;22.00.00;2,1;-200;6,3;265;169;6,9;48,2;0,4832
17/02/2005;23.00.00;1,2;-200;2,8;129;106;7,1;47,9;0,4867
18/02/2005;00.00.00;1,2;-200;3,3;129;105;6,9;48,7;0,4874
18/02/2005;01.00.00;1,3;-200;3,1;172;130;6,8;48,2;0,4792
18/02/2005;02.00.00;1,0;-200;2,1;100;82;6,3;49,6;0,4787
18/02/2005;03.00.00;0,8;-200;1,9;-200;-200;5,6;52,9;0,4855
18/02/2005;04.00.00;-200,0;-200;0,7;49;45;6,4;49,8;0,4814
18/02/2005;05.00.00;0,4;-200;0,8;36;35;6,9;48,1;0,4796
18/02/2005;06.00.00;0,5;-200;1,3;79;60;6,4;50,2;0,4850
18/02/2005;07.00.00;0,7;-200;1,8;128;90;6,4;50,7;0,4886
18/02/2005;08.00.00;2,1;-200;7,9;456;205;6,9;48,8;0,4903
18/02/2005;09.00.00;2,5;-200;9,8;477;199;8,4;44,6;0,4922
18/02/2005;10.00.00;2,0;-200;7,4;342;153;10,8;37,1;0,4794
18/02/2005;11.00.00;1,4;-200;5,3;254;163;11,2;36,2;0,4818
18/02/2005;12.00.00;1,3;-200;4,8;231;152;11,8;34,4;0,4758
18/02/2005;13.00.00;1,4;-200;5,6;213;146;11,5;33,1;0,4479
18/02/2005;14.00.00;1,6;-200;6,6;208;146;10,9;32,6;0,4260
18/02/2005;15.00.00;1,7;-200;6,7;270;134;11,3;31,7;0,4249
18/02/2005;16.00.00;1,8;-200;8,4;276;164;11,6;30,9;0,4223
18/02/2005;17.00.00;2,4;-200;10,3;375;141;11,1;32,2;0,4243
18/02/2005;18.00.00;2,8;-200;12,6;395;204;9,7;36,0;0,4333
18/02/2005;19.00.00;3,3;-200;16,0;421;210;8,5;39,0;0,4336
18/02/2005;20.00.00;4,8;-200;17,6;632;250;8,3;40,3;0,4411
18/02/2005;21.00.00;2,8;-200;10,1;424;202;8,0;41,3;0,4448
18/02/2005;22.00.00;2,4;-200;9,8;369;190;7,0;44,2;0,4446
18/02/2005;23.00.00;2,9;-200;11,5;484;236;5,4;51,8;0,4698
19/02/2005;00.00.00;2,7;-200;8,2;456;250;4,1;55,0;0,4558
19/02/2005;01.00.00;2,1;-200;6,8;373;219;3,1;57,8;0,4462
19/02/2005;02.00.00;1,5;-200;4,3;228;156;3,1;56,7;0,4388
19/02/2005;03.00.00;1,2;-200;3,9;-200;-200;2,2;59,6;0,4333
19/02/2005;04.00.00;0,9;-200;2,6;117;98;2,3;58,9;0,4317
19/02/2005;05.00.00;0,8;-200;2,4;108;89;1,9;60,0;0,4276
19/02/2005;06.00.00;0,8;-200;2,3;126;104;1,9;60,3;0,4293
19/02/2005;07.00.00;1,1;-200;4,5;235;148;0,9;64,6;0,4294
19/02/2005;08.00.00;1,9;-200;8,5;339;194;0,6;65,0;0,4231
19/02/2005;09.00.00;2,5;-200;9,0;399;231;2,1;59,9;0,4338
19/02/2005;10.00.00;2,2;-200;5,7;346;200;3,1;57,2;0,4402
19/02/2005;11.00.00;2,1;-200;6,9;407;217;4,2;54,0;0,4483
19/02/2005;12.00.00;2,3;-200;6,4;393;210;7,4;43,8;0,4538
19/02/2005;13.00.00;1,2;-200;3,5;166;126;11,2;34,5;0,4586
19/02/2005;14.00.00;1,2;-200;3,7;157;118;13,8;32,4;0,5084
19/02/2005;15.00.00;1,1;-200;2,9;141;114;12,4;34,9;0,5002
19/02/2005;16.00.00;1,1;-200;3,4;144;117;12,8;31,9;0,4684
19/02/2005;17.00.00;1,4;-200;5,3;191;140;13,5;29,1;0,4486
19/02/2005;18.00.00;1,7;-200;7,3;255;168;11,6;33,3;0,4540
19/02/2005;19.00.00;2,5;-200;10,0;379;202;10,9;34,9;0,4568
19/02/2005;20.00.00;2,7;-200;12,3;427;211;10,4;37,3;0,4708
19/02/2005;21.00.00;3,1;-200;11,8;509;231;9,7;39,7;0,4792
19/02/2005;22.00.00;2,8;-200;10,4;459;214;9,1;41,9;0,4857
19/02/2005;23.00.00;1,9;-200;7,7;293;181;9,3;41,9;0,4927
20/02/2005;00.00.00;1,9;-200;7,5;269;173;9,4;44,7;0,5279
20/02/2005;01.00.00;1,7;-200;6,1;244;169;8,5;45,8;0,5108
20/02/2005;02.00.00;2,2;-200;8,3;293;174;7,8;50,0;0,5300
20/02/2005;03.00.00;1,6;-200;5,1;-200;-200;7,7;49,7;0,5242
20/02/2005;04.00.00;1,5;-200;4,9;177;130;8,2;46,9;0,5099
20/02/2005;05.00.00;0,8;-200;1,9;81;72;8,4;48,6;0,5375
20/02/2005;06.00.00;0,5;-200;1,0;42;40;8,0;54,7;0,5883
20/02/2005;07.00.00;0,5;-200;1,1;61;56;7,8;55,7;0,5914
20/02/2005;08.00.00;0,7;-200;1,5;101;81;8,0;53,8;0,5796
20/02/2005;09.00.00;0,7;-200;1,6;98;81;8,8;50,7;0,5752
20/02/2005;10.00.00;0,9;-200;2,3;114;88;10,1;47,6;0,5870
20/02/2005;11.00.00;1,0;-200;2,5;118;94;10,6;45,8;0,5838
20/02/2005;12.00.00;1,1;-200;2,5;120;97;9,1;56,2;0,6515
20/02/2005;13.00.00;1,1;-200;2,8;151;112;7,9;66,5;0,7124
20/02/2005;14.00.00;1,0;-200;2,4;131;104;8,0;65,0;0,6991
20/02/2005;15.00.00;1,1;-200;3,3;145;107;8,4;61,0;0,6721
20/02/2005;16.00.00;1,3;-200;3,2;156;114;8,6;57,3;0,6429
20/02/2005;17.00.00;1,2;-200;2,8;151;115;8,4;56,3;0,6227
20/02/2005;18.00.00;1,3;-200;3,4;173;127;8,0;57,7;0,6222
20/02/2005;19.00.00;1,1;-200;2,9;154;119;7,1;62,6;0,6341
20/02/2005;20.00.00;1,5;-200;4,6;221;149;7,4;59,3;0,6123
20/02/2005;21.00.00;1,4;-200;3,8;193;140;7,7;56,9;0,5994
20/02/2005;22.00.00;1,1;-200;3,1;130;105;7,7;54,4;0,5753
20/02/2005;23.00.00;1,3;-200;3,7;156;116;7,7;53,0;0,5572
21/02/2005;00.00.00;1,4;-200;3,3;148;112;6,7;62,8;0,6188
21/02/2005;01.00.00;1,1;-200;2,1;93;80;6,6;61,9;0,6056
21/02/2005;02.00.00;0,8;-200;1,2;66;59;5,7;70,3;0,6498
21/02/2005;03.00.00;0,6;-200;0,7;-200;-200;4,5;79,2;0,6751
21/02/2005;04.00.00;-200,0;-200;0,5;38;36;4,0;81,5;0,6712
21/02/2005;05.00.00;0,5;-200;1,0;50;49;3,9;81,5;0,6653
21/02/2005;06.00.00;0,6;-200;2,1;77;63;3,3;84,3;0,6617
21/02/2005;07.00.00;1,2;-200;5,5;183;123;4,2;80,9;0,6742
21/02/2005;08.00.00;2,2;-200;10,9;256;164;5,1;75,0;0,6646
21/02/2005;09.00.00;2,9;-200;13,3;355;218;4,6;77,6;0,6651
21/02/2005;10.00.00;2,9;-200;9,6;491;254;3,8;84,3;0,6811
21/02/2005;11.00.00;2,0;-200;7,0;387;210;6,2;77,4;0,7383
21/02/2005;12.00.00;1,7;-200;6,6;384;208;7,7;67,6;0,7133
21/02/2005;13.00.00;2,2;-200;9,3;368;204;8,1;64,8;0,7039
21/02/2005;14.00.00;1,8;-200;7,9;258;172;8,1;64,0;0,6942
21/02/2005;15.00.00;1,6;-200;6,9;231;157;6,9;71,3;0,7118
21/02/2005;16.00.00;1,9;-200;8,6;290;181;7,0;73,7;0,7425
21/02/2005;17.00.00;2,2;-200;10,0;335;194;7,3;70,0;0,7195
21/02/2005;18.00.00;2,2;-200;8,8;293;193;5,8;77,8;0,7223
21/02/2005;19.00.00;4,9;-200;20,2;526;252;5,4;80,9;0,7293
21/02/2005;20.00.00;6,3;-200;19,7;607;283;5,5;79,8;0,7261
21/02/2005;21.00.00;2,7;-200;7,1;326;208;5,6;74,0;0,6808
21/02/2005;22.00.00;1,4;-200;4,4;188;143;5,6;71,9;0,6604
21/02/2005;23.00.00;1,2;-200;2,9;163;124;6,4;70,7;0,6848
22/02/2005;00.00.00;0,8;-200;2,1;102;89;6,3;70,1;0,6733
22/02/2005;01.00.00;0,8;-200;2,1;95;85;4,4;80,5;0,6825
22/02/2005;02.00.00;0,7;-200;1,1;71;66;3,9;83,1;0,6787
22/02/2005;03.00.00;0,4;-200;0,6;-200;-200;2,5;86,6;0,6407
22/02/2005;04.00.00;0,4;-200;0,5;46;46;3,4;85,4;0,6736
22/02/2005;05.00.00;0,5;-200;1,0;62;60;3,3;84,5;0,6608
22/02/2005;06.00.00;0,9;-200;2,6;170;117;3,4;84,5;0,6640
22/02/2005;07.00.00;1,5;-200;6,7;313;178;3,4;84,5;0,6677
22/02/2005;08.00.00;3,8;-200;16,7;687;295;4,1;82,7;0,6820
22/02/2005;09.00.00;5,4;-200;24,0;757;243;4,6;80,3;0,6889
22/02/2005;10.00.00;3,5;-200;15,0;559;255;6,1;74,0;0,7025
22/02/2005;11.00.00;1,7;-200;6,9;286;201;9,1;58,4;0,6787
22/02/2005;12.00.00;2,0;-200;9,1;324;208;11,4;48,9;0,6580
22/02/2005;13.00.00;2,1;-200;10,0;316;212;8,3;64,4;0,7072
22/02/2005;14.00.00;3,0;-200;12,9;407;238;6,5;71,0;0,6903
22/02/2005;15.00.00;2,1;-200;9,0;305;201;6,6;71,1;0,6973
22/02/2005;16.00.00;2,5;-200;10,9;360;218;7,4;69,3;0,7165
22/02/2005;17.00.00;2,2;-200;7,9;339;222;6,4;70,6;0,6834
22/02/2005;18.00.00;2,4;-200;10,2;304;206;5,8;72,5;0,6718
22/02/2005;19.00.00;3,6;-200;13,2;397;251;5,6;71,6;0,6556
22/02/2005;20.00.00;2,6;-200;8,1;270;190;4,2;77,8;0,6491
22/02/2005;21.00.00;2,7;-200;8,5;339;218;4,3;79,5;0,6648
22/02/2005;22.00.00;1,4;-200;3,6;190;150;4,5;75,5;0,6429
22/02/2005;23.00.00;0,9;-200;2,6;126;111;4,4;77,1;0,6523
23/02/2005;00.00.00;1,5;-200;4,3;189;142;4,2;78,2;0,6506
23/02/2005;01.00.00;1,1;-200;3,2;146;119;4,0;79,3;0,6517
23/02/2005;02.00.00;0,8;-200;1,8;98;87;3,9;78,7;0,6430
23/02/2005;03.00.00;0,6;-200;1,4;-200;-200;3,5;80,6;0,6403
23/02/2005;04.00.00;0,6;-200;1,2;75;70;3,2;82,8;0,6426
23/02/2005;05.00.00;0,6;-200;0,7;77;68;4,1;76,0;0,6304
23/02/2005;06.00.00;0,6;-200;1,0;72;66;4,2;75,9;0,6311
23/02/2005;07.00.00;0,7;-200;2,2;152;117;4,5;76,3;0,6480
23/02/2005;08.00.00;1,7;-200;7,7;337;197;4,4;79,1;0,6687
23/02/2005;09.00.00;1,9;-200;6,2;360;198;4,3;79,8;0,6706
23/02/2005;10.00.00;1,4;-200;3,8;243;167;3,1;83,0;0,6419
23/02/2005;11.00.00;1,3;-200;3,6;277;180;2,8;83,9;0,6326
23/02/2005;12.00.00;1,2;-200;3,7;266;169;3,9;79,5;0,6482
23/02/2005;13.00.00;1,9;-200;8,3;317;210;5,1;74,5;0,6621
23/02/2005;14.00.00;2,5;-200;10,1;375;232;5,7;72,5;0,6686
23/02/2005;15.00.00;2,3;-200;9,9;349;223;5,6;74,6;0,6826
23/02/2005;16.00.00;2,3;-200;9,2;377;224;5,4;75,9;0,6875
23/02/2005;17.00.00;2,5;-200;10,3;403;238;4,9;78,2;0,6826
